pod_uid	pod_name	task_id	provision_node_name	scheduled_node
042ea0f7-2ad2-4518-ac66-8b7502ff878b	a01-g2-wave1-01ky19qc-5bc8c94c6f-6rsjx	asa-0jl462kb2vgiy954pp6a	cn-wulanchabu.10.223.26.189	cn-wulanchabu.10.223.26.189
e749d99b-0c33-4dad-8d3f-07c76a0e6c13	a01-g2-wave1-01ky19qc-5bc8c94c6f-qw987	asa-0jl462kb2vgiy954pp6a	cn-wulanchabu.10.223.26.189	cn-wulanchabu.10.223.26.189
