pod_name	container_name	node_name	complete	node_ms	image_ms	pod_ms	app_ms	total_ms	quality
a01-g1-wave1-01ky1ncg-6c98f666fc-qlfqx	app	cn-wulanchabu.10.223.26.197	1	48000	4000	19000	1000	69000	{"task_id": "asa-0jl462kb2vgj0vum4cul", "provider_id": "cn-wulanchabu.i-0jlaj2jxt1jrio7dsl9k", "node_task_id": "asa-0jl462kb2vgj0vum4cul", "app_end_event": "READINESS_PROBE_FIRST_SUCCESS", "app_approximate": true, "node_task_match": true, "pod_approximate": true, "pod_start_event": "POD_SCHEDULED", "node_approximate": true, "node_start_event": "POD_UNSCHEDULABLE", "image_approximate": true, "provision_node_name": "cn-wulanchabu.10.223.26.197", "node_attribution_method": "task-id", "node_attribution_confidence": "exact"}
