pod_uid	pod_name	task_id	provision_node_name	scheduled_node
b19a1424-f142-412d-8634-2523e9a0f944	a01-g1-wave1-01ky1ncg-6c98f666fc-qlfqx	asa-0jl462kb2vgj0vum4cul	cn-wulanchabu.10.223.26.197	cn-wulanchabu.10.223.26.197
