cluster_id	run_id	namespace	pod_uid	pod_name	node_name	event_type	event_time_ns	source_component	approximate
c061d99ce379f4e37a9ff97e027a36ca6	01KY9527NF0WSZBBQGNRGJBZXD	hooke-experiments-scale-20260724t041003z	062a7f29-6672-4225-aa11-efd4a1406585	hooke-smoke-app-01ky9527-5f44fb5ccf-vh6b2	NULL	POD_CREATED	1784866251000000000	kubernetes-pod-watch	0
c061d99ce379f4e37a9ff97e027a36ca6	01KY9527NF0WSZBBQGNRGJBZXD	hooke-experiments-scale-20260724t041003z	062a7f29-6672-4225-aa11-efd4a1406585	hooke-smoke-app-01ky9527-5f44fb5ccf-vh6b2	cn-wulanchabu.10.170.108.83	POD_SCHEDULED	1784866251000000000	kubernetes-pod-watch	0
c061d99ce379f4e37a9ff97e027a36ca6	01KY9527NF0WSZBBQGNRGJBZXD	hooke-experiments-scale-20260724t041003z	6e02d0a1-7af3-438f-b5bc-339bf807fd36	hooke-smoke-app-01ky9527-5f44fb5ccf-mjhpr	NULL	POD_CREATED	1784866272000000000	kubernetes-pod-watch	0
c061d99ce379f4e37a9ff97e027a36ca6	01KY9527NF0WSZBBQGNRGJBZXD	hooke-experiments-scale-20260724t041003z	6e02d0a1-7af3-438f-b5bc-339bf807fd36	hooke-smoke-app-01ky9527-5f44fb5ccf-mjhpr	cn-wulanchabu.10.170.108.83	POD_SCHEDULED	1784866272000000000	kubernetes-pod-watch	0
c061d99ce379f4e37a9ff97e027a36ca6	01KY9527NF0WSZBBQGNRGJBZXD	hooke-experiments-scale-20260724t041003z	cc362ba5-7b54-4597-951a-3f31e961dd8f	hooke-smoke-app-01ky9527-5f44fb5ccf-tsvjl	NULL	POD_CREATED	1784866226000000000	kubernetes-pod-watch	0
c061d99ce379f4e37a9ff97e027a36ca6	01KY9527NF0WSZBBQGNRGJBZXD	hooke-experiments-scale-20260724t041003z	cc362ba5-7b54-4597-951a-3f31e961dd8f	hooke-smoke-app-01ky9527-5f44fb5ccf-tsvjl	cn-wulanchabu.10.170.108.83	POD_SCHEDULED	1784866226000000000	kubernetes-pod-watch	0
