pod_uid	pod_name	task_id	provision_node_name	scheduled_node
1afc3df5-8d9a-4d1b-a72a-e1b2a8533a0f	a01-g2-wave1-01ky1drx-59879b948f-4k79l	asa-0jla9ljoppka7fpi37ce	cn-wulanchabu.10.223.26.191	cn-wulanchabu.10.223.26.191
5f2d60b4-b9b1-4483-8567-a225dbb44a92	a01-g2-wave1-01ky1drx-59879b948f-vnp6l	asa-0jla9ljoppka7fpi37ce	cn-wulanchabu.10.223.26.191	cn-wulanchabu.10.223.26.191
