pod_uid	pod_name	task_id	provision_node_name	scheduled_node
3f669f10-ea03-4935-8711-28c658a2be96	a01-g2-wave1-01ky1bmc-74b966f54-6nw6f	asa-0jla9ljoppka6zx96rds	cn-wulanchabu.10.217.82.92	cn-wulanchabu.10.217.82.92
97b59cb5-9f05-4e73-8f68-f835128b05cc	a01-g2-wave1-01ky1bmc-74b966f54-w6752	asa-0jla9ljoppka6zx96rds	cn-wulanchabu.10.217.82.92	cn-wulanchabu.10.217.82.92
