pod_uid	pod_name	task_id	provision_node_name	scheduled_node
bcdab4a1-455c-49c8-b1d3-7489f75fe364	a01-g1-wave1-01ky1qk1-6859489c96-8nhlp	asa-0jl78xnpn1f8qjb3i2xs	cn-wulanchabu.10.217.82.99	cn-wulanchabu.10.217.82.99
