pod_name	container_name	node_name	complete	node_ms	image_ms	pod_ms	app_ms	total_ms	quality
a01-g1-wave1-01ky1pvr-776fdc74bc-8v6gn	app	cn-wulanchabu.10.217.82.98	1	44000	4000	15000	1000	61000	{"task_id": "asa-0jl462kb2vgj17ossouw", "provider_id": "cn-wulanchabu.i-0jlda3a6gkmihqpazn9b", "node_task_id": "asa-0jl462kb2vgj17ossouw", "app_end_event": "READINESS_PROBE_FIRST_SUCCESS", "app_approximate": true, "node_task_match": true, "pod_approximate": true, "pod_start_event": "POD_SCHEDULED", "node_approximate": true, "node_start_event": "POD_UNSCHEDULABLE", "image_approximate": true, "provision_node_name": "cn-wulanchabu.10.217.82.98", "node_attribution_method": "task-id", "node_attribution_confidence": "exact"}
