pod_uid	pod_name	task_id	provision_node_name	scheduled_node
f4a5af2a-939d-4eba-b34b-547a0dd627b0	a01-g2-wave1-01ky1apa-668c5cfd4c-7xjt2	asa-0jla9ljoppka6s14qjfq	cn-wulanchabu.10.217.82.91	cn-wulanchabu.10.217.82.91
01970ada-b830-4bcd-b19f-adf31e7d4e9d	a01-g2-wave1-01ky1apa-668c5cfd4c-lqvdm	asa-0jla9ljoppka6s14qjfq	cn-wulanchabu.10.217.82.91	cn-wulanchabu.10.217.82.91
