pod_uid	pod_name	task_id	provision_node_name	scheduled_node
7956f028-9ec1-4f0c-bb4a-e4f7ad5db62e	a01-g2-wave1-01ky16b9-65d4578-6hm4x	asa-0jl10371l7ikd00ky1x1	cn-wulanchabu.10.223.26.187	cn-wulanchabu.10.223.26.187
57f57d96-57f7-4485-88e4-5f7b57035ef6	a01-g2-wave1-01ky16b9-65d4578-bs4gd	asa-0jl10371l7ikd00ky1x1	cn-wulanchabu.10.223.26.187	cn-wulanchabu.10.223.26.187
