pod_uid	pod_name	task_id	provision_node_name	scheduled_node
4a400444-0784-4537-9780-f24cadfc3295	a01-g1-wave1-01ky1p49-687d94cf7c-zvlg6	asa-0jlcpv1j4aj31s43qzbp	cn-wulanchabu.10.223.26.198	cn-wulanchabu.10.223.26.198
